o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:identifier,dcterms:created,dcterms:available,dcterms:isPartOf,dcterms:hasPart,dcterms:dateSubmitted,dcterms:license,bibo:number,rdfs:comment,crm:P16i_was_used_for,crm:P44_has_condition,crm:P57_has_number_of_parts,crm:P70i_is_documented_in,crm:P187_has_production_plan,curation:status,modsci:hasManufacturer,modsci:hasScientificInstrumentManufacturer,modsci:instrumentUsedInScience,modsci:isManufacturerOf,modsci:usesInstrument,rico:documentedBy,rico:hasOrHadIdentifier,rico:hasOrHadPhysicalLocation,rico:descriptiveNote,rico:location,rico:measure,rico:technicalCharacteristics,schema:brand,schema:dateCreated,schema:model,schema:storageRequirements,schema:serialNumber,schema:material
4505,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Sonnerie à trembleur,SEGUIN-0053,,,,,2021-12-21,,16678,,"En télégraphie, ce système permet de prévenir de l'envoi d'une dépêche.
La sonnerie peut être branchée à un récepteur Morse. Dès réception d'un message, et donc d'un courant électrique, le marteau frappe le timbre qui émet un tintement.",Bon état,,Aseiste,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11932109b Informatique | http://ark.bnf.fr/ark:/12148/cb11938923j Communication | http://ark.bnf.fr/ark:/12148/cb119335984 télécommunications,,,,4.1.65,Cabinet de physique,,,"13,5 cm (hauteur) x 11 cm (largeur) x 11 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4504,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Combiné et écouteur de téléphone,SEGUIN-0052,,,,,2021-12-21,,16677,,A voir par rapport aux téléphones inventoriés.,Mauvais état,,Aseiste,,Intégrité: oui,,,http://ark.bnf.fr/ark:/12148/cb11932109b Informatique | http://ark.bnf.fr/ark:/12148/cb11938923j Communication | http://ark.bnf.fr/ark:/12148/cb119335984 télécommunications,,,,,Cabinet de physique,,,"16,5 cm (hauteur). Diamètre: 8 cm",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2497 Bakélite
4503,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Morceau de téléphone ?,SEGUIN-0051,,,,,2021-12-21,,16676,,?,Mauvais état,,Aseiste,,Intégrité: oui,,,http://ark.bnf.fr/ark:/12148/cb11932109b Informatique | http://ark.bnf.fr/ark:/12148/cb11938923j Communication | http://ark.bnf.fr/ark:/12148/cb119335984 télécommunications,,,,,Cabinet de physique,,,5 cm (hauteur) x 9 cm (largeur) x 24 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2737 Coton | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4502,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Thermomètre différentiel,SEGUIN-0050,,,,,2021-12-21,,16675,"BENEVOLO Jean Baptiste : né à Lyon le 19 juillet 1841 dcd le 19 septembre 1913 à Fontaines-sur-Saône d'abord mécanicien à Lyon, rue Childebert n°25 en 1876, 28 rue Grenette en 1877, passage Hôtel-Dieu n°22 et rue Childebert n°25 en 1877, 48 rue de la République en 1888.

Successeur DENEOUX Joseph son gendre en 1909
Ex-Préparateur et Chef des Travaux pratiques aux facultés de Lyon
Ingénieur Opticien Breveté SGDG Constructeur d'instruments de précision appliqués aux sciences, aux arts et à l'industrie. Fournisseur des Hospices, des chemins de fer, de l'octroi et des subsistances militaires de Lyon. Médailles or et argent à diverses expositions. Spécialiste pour les laboratoires.
Est associé à COQUAIS pour la construction d'un télégraphe militaire",Ce type de thermomètre permet de mesurer des variations de température spécifiquement dans des liquides et doit être réglé à la température choisie.,Mauvais état,,Aseiste,,Intégrité: oui. Non fonctionnel,Bénévolo et Coquais,,http://ark.bnf.fr/ark:/12148/cb11959477r thermique | 4040,,,,4.1.63,Cabinet de physique,"Sur l'appareil ""Bénévolo et Coquais Mécaniciens à Lyon""",https://sws.geonames.org/2996944/ Lyon,60 cm (hauteur) x 13 cm (largeur) x 34 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre
4501,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Système de cryptologie ?,SEGUIN-0049,,,,,2021-12-21,,16674,,Pour décrypter un code en Morse ?,Bon état,,Aseiste,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11932109b Informatique | http://ark.bnf.fr/ark:/12148/cb11938923j Communication | http://ark.bnf.fr/ark:/12148/cb119335984 télécommunications,,,,4.1.64,Cabinet de physique,"Sur le cadran en métal, alphabet de A à Z sans le W, commence par un 0 et juste dessous deux séries de chiffres en mode croissant à droite de 0 à 9 et en mode décroissant à gauche en partant du 0 qui se trouve sous le O/0 des lettres.",,24 cm (hauteur) x 15 cm (largeur) x 18 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton
4500,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Galvanomètre,SEGUIN-0048,,,,,2021-12-21,,16673,,"Un galvanomètre permet de mesurer des courants électriques et peut être utilisé soit comme ampèremètre, soit comme voltmètre.",Bon état,,Aseiste,,Intégrité: oui. Fonctionnel,,,4040 | 4022,,,,4.1.62,Cabinet de physique,"""GALVANOMETRE""
Sur la pâte métallique ""FIL FIN"" ""GROS FIL""
Gradué de ""0 à 95""",,20 cm (hauteur) x 13 cm (largeur) x 20 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4499,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Manipulateur type morse,SEGUIN-0047,,,,,2021-12-21,,16672,,"Cet instrument permet d'envoyer par une succession de courants plus ou moins prolongés, des messages télégraphiques suivant le code de signaux Morse, constitué de traits longs et de traits courts.",Bon état,,Aseiste,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11932109b Informatique | http://ark.bnf.fr/ark:/12148/cb11938923j Communication | http://ark.bnf.fr/ark:/12148/cb119335984 télécommunications,,,,,Cabinet de physique,,,5 cm (hauteur) x 8 cm (largeur) x 10 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-216 Aluminium | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton
4498,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Electroscope,SEGUIN-0046,,,,,2021-12-21,,16671,Cet appareil a été inventé par Volta = Condensateur de Volta.,"Cet appareil permet de détecter des charges électriques très faibles.
L'écartement des deux feuilles d'aluminium augmente en fonction du nombre de charges.
Si l'appareil est déjà chargé, le mouvement des feuilles va varier en fonction de la nature des nouvelles charges.
Cet appareil permet de visualiser les effets de l'électricité statique.",Bon état,,https://webetab.ac-bordeaux.fr/Pedagogie/Physique/Physico/Electro/e01charg.htm | Aseiste,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11958159r électrostatique | 4040,,,,3.2.54,Cabinet de physique,,,49 cm (hauteur). Diamètre: 15 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-216 Aluminium | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton
4497,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Sonnette,SEGUIN-0045,,,,,2021-12-21,,16670,,Elle permet de donner un signal sonore pour avertir.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11932109b Informatique | http://ark.bnf.fr/ark:/12148/cb11938923j Communication | http://ark.bnf.fr/ark:/12148/cb119335984 télécommunications,,,,,Cabinet de physique,,,"5 cm (hauteur) x 10,5 cm (largeur) x 20 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2737 Coton | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4496,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Boitier de téléphone ?,SEGUIN-0044,,,,,2021-12-09,,16666,,?,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11932109b Informatique | http://ark.bnf.fr/ark:/12148/cb11938923j Communication | http://ark.bnf.fr/ark:/12148/cb119335984 télécommunications,,,,3.2.52,Cabinet de physique,,,8 cm (hauteur) x 13 cm (largeur) x 19 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2737 Coton | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4495,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Porte objets,SEGUIN-0043,,,,,2021-12-09,,16665,,"Il permet de maintenir tubes, fioles ou autre durant l'expérience chimique.",Bon état,,,,Intégrité: oui. Fonctionnel,,,4040,,,,3.2.52,Cabinet de physique,,,64 cm (hauteur) x 20 cm (largeur) x 36 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois
4494,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Oeuf électrique,SEGUIN-0042,,,,,2021-12-09,,16664,,Cet oeuf permet de produire des effets lumineux par décharges électriques.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11958159r électrostatique | 4040,,,19314,4.1.59,Cabinet de physique,,,59 cm (hauteur). Diamètre: 19 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton
4493,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Tubes de Geissler,SEGUIN-0041,,,,,2021-12-09,,16663,"Lot, pas de dimension précise",Les lettres sur les tubes indiqueraient les milieux gazeux dans lesquels sont produits les décharges électriques produisant ainsi des effets lumineux appelés lueurs.,Bon état,,,,Intégrité: oui. Fonctionnel,,,4040 | 4022,,,19335 | 19315,3.1b.50,Cabinet de physique,"Etiquette collée ""H"", ""A"", ""AzH"", ""SiFlCa"", ""H"", ""S4Chl4"", ""CO2"", ""O"", ""Br""",,,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre
4492,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Cercle répétiteur de Gambey,SEGUIN-0040,,,,,2021-09-22,,16520,"Cet instrument était aussi appelé ""cercle zénithal"" dans un contexte astronomique.
Deux feuilles volantes, sales et tâchées, à l'encre très effacée, se trouvent près de l'instrument.
Sur l'une est écrit :
""Cercle murale [sic] (environ 18[5?]0)
de l'observatoire astronomique de Marc Seguin pour les mesures des hauteurs de passage des étoiles au méridien
Grand cercle divisé par Gambey""
Sur l'autre :
""Petit théodolite [écriture moderne : cf. Oc175 (observatoire)]
de l'observatoire astronomique de Marc Seguin pour les mesures des coordonnées des étoiles
(doit être chez Pierre Seguin le fils de Laurent)""
Peut-être relié à un usage astronomique de cet instrument, mais il est incertain qu'il s'agisse précisément de ce cercle répétiteur de Gambey.","Instrument utilisé pour mesurer des angles, ici zénithaux, en astronomie et en géodésie. Le principe de répétition consiste à faire plusieurs dizaines de pointés en continuant à faire tourner le cercle sur lequel sont gravés les valeurs d'angles. A la fin de la mesure, on lit l'angle total puis on divise par le nombre de pointés. 
Les cercles répétiteurs fabriqués par Gambey étaient typiquement destinés à dresser des cartes d’État-major, mais celui de l'observatoire de Marseille a par exemple servi pour des observations astronomiques.","Bon état. Le métal est sale, usé et corrodé par endroits, en particulier au niveau du disque horizontal et de son vernier",1,"https://fr.wikipedia.org/wiki/Cercle_r%C3%A9p%C3%A9titeur | https://www.pop.culture.gouv.fr/notice/memoire/IVR93_19951300377ZA | Modèle similaire : https://www.osupytheas.fr/?Cercle-repetiteur-a-lunette-de-Gambey-et-Cercle-repetiteur-de-Richer
https://bibnum.explore.psl.eu/s/dictionarypim/ark:/18469/2p9jp",,,http://viaf.org/viaf/18005463 Henri Gambey,,4001 | astronomie des étoiles,,,,2.1.29,Cabinet de physique,"Gravé sur le limbe du cercle : ""Gambey à Paris"". Le cercle principal présente également une graduation de 0 à 360 degrés, chiffrée de 10 en 10 (jusqu'à 350, 360 étant confondu avec le zéro), avec graduations unité (degrés), quart d'unité (15 minutes), puis douzième d'unité (5 minutes).
A l'arrière de l'instrument, derrière l'alidade, une roue munie de rayons est aussi graduée sur 360 degrés, chiffrée par échelons de 10, et graduée par dizaines, cinq degrés, à l'unité, puis au demi-degré.
Sur le disque support de l'instrument, une autre graduation est gravée, de 0 à 360, chiffrée de 10 en 10 jusqu'à 350, avec une interruption due à la découpe d'une encoche entre les graduations 30 et 70, graduée à l'unité (degrés), puis au tiers d'unité (20 minutes).
Sur le niveau à bulle, deux graduations symétriques autour du zéro, allant jusqu'à 10, chiffrées ""10"" ""0"" ""10"" et graduées à l'unité, sont gravées.",https://sws.geonames.org/2988507/ Paris,60 cm (hauteur) x 35 cm (largeur) x 49 cm (longueur),"Le cercle principal fait 33 cm de diamètre (mesuré au niveau du limbe).
La lunette de visée possède une ouverture de 4,5 cm. La longueur de son système optique est de 47 cm.",,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4491,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Ébullioscope à bouilleur mobile,SEGUIN-0039,,,,,2021-09-22,,16522,Date la plus tardive inscrite sur la notice de l'instrument : 1895.,Essai des vins et liqueurs. Dosage de l'alcool.,Très bon état,2,,Bénévolo,,Bénévolo,,4017 | génie analytique,,,,3.1.45,Cabinet de physique,"Sur un cartouche imprimé sur le métal de la boite de l'instrument : ""Bénévolo / * Opticien * / Breveté S.G.D.G. / Lyon"" (en lettres capitales).
Gravé en haut à gauche du thermomètre : ""415""
Fixé le long du thermomètre, une plaque en métal sert d'échelle et est gravée de 0 (en haut) à 22 (en bas), avec chiffraison d'échelon unité et graduations de cinq en cinq, puis unité, puis un cinquième d'unité. La plaque est gravée en bas à droite ""415"" et en haut à droite ""VINS ORDINAIRES"".
Une autre plaque servant d'échelle est suspendue au revers gauche de la boite. Elle est graduée de ""0"" (en haut) à ""20"" (en bas), avec chiffraison d'échelon unité et graduations de cinq en cinq, puis unité, puis cinquième d'unité. Elle est gravée en bas à droite ""415"" et en haut à droite ""ALCOOMETRE LÉGAL"".",https://sws.geonames.org/2996944/ Lyon,42 cm (hauteur). Diamètre: 8 cm,,,,,,415,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2658 Caoutchouc | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4490,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Tube de Geissler,SEGUIN-0038,,,,,2021-12-09,,16662,,Il permet d'observer des effets lumineux obtenus par décharges dans l'air plus ou moins raréfié.,Bon état,,Aseiste,,Intégrité: oui. Fonctionnel,,,4040 | 4022,,,19335 | 19315,,Cabinet de physique,,,61 cm (longueur). Diamètre: 6 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre
4489,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Ballon en verre,SEGUIN-0037,,,,,2021-12-09,,16661,,?,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb119314166 mécanique des fluides | 4040,,,,3.1.44,Cabinet de physique,,,12 cm (hauteur) x 16 cm (largeur) x 17 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2727 Liège
4488,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Thermomètre différentiel de Leslie,SEGUIN-0036,,,,,2021-12-09,,16660,,Ce type de thermomètre permet de mesurer la température entre deux points voisins.,Bon état,,,,Intégrité: oui. Fonctionnel,Deleuil,,http://ark.bnf.fr/ark:/12148/cb11959477r thermique | 4040,,,,3.1.46,Cabinet de physique,,https://sws.geonames.org/2988507/ Paris,50 cm (hauteur) x 15 cm (largeur) x 17 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre
4487,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Série de robinets,SEGUIN-0035,,,,,2021-12-09,,16659,,L'ensemble peut être utilisé pour faire le vide ou pour transmettre des gaz.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb119314166 mécanique des fluides | 4040,,,,3.1.48,Cabinet de physique,,,12 cm (hauteur) x 25 cm (largeur) x 28 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton
4486,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Pièce de polarimètre,SEGUIN-0034,,,,,2021-12-09,,16657,,Le polarimètre est un appareil de mesure d'angle permettant de déterminer l'angle optique d'une lumière polarisée traversant un objet.,Bon état,,,,Intégrité: oui. Fonctionnel,,,4040 | 4038,,,,3.1.17,Cabinet de physique,gradué de 0 à 90 x 4,,3 cm (hauteur). Diamètre: 16 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4485,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Diaphragme à fente revolver à trous circulaires,SEGUIN-0033,,,4566,,2021-12-09,,16658,,"Le diaphragme permet de conditionner la quantité de lumière transmise ainsi que l'ouverture du système.
Il peut être utilisé avec une lampe de projection.",Bon état,,,,Intégrité: oui. Fonctionnel,http://viaf.org/viaf/95912279 Jules Duboscq,,4040 | 4038,,,,,Cabinet de physique,"Sur la fente ""J. DUBOSCQ"" ""PARIS""",https://sws.geonames.org/2988507/ Paris,3 cm (hauteur). Diamètre: 16 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4484,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Manomètre enregistreur,SEGUIN-0032,,,,,2021-12-09,,16656,"Devaux et Daclin étaient des constructeurs de manomètres métalliques, entre autres.",Cet instrument faisait certainement partie d'un ensemble pour des expériences sur la pression.,Bon état,,,,Intégrité: oui. Fonctionnel,Devaux et Daclin,,http://ark.bnf.fr/ark:/12148/cb119314166 mécanique des fluides | 4040,,,,3.1.49,Cabinet de physique,"Sur papier ""DEVAUX ET DACLIN, Quai de Vaise, 18 LYON""",https://sws.geonames.org/2996944/ Lyon,35 cm (hauteur) x 27 cm (largeur) x 50 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4483,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Pinces,SEGUIN-0031,,,,,2021-12-09,,16905,,Les pinces sont en général utilisées avec un support pour notamment tenir des ballons lors d'expériences de chimie.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11958159r électrostatique,,,,,Cabinet de physique,,,5 cm (hauteur) x 25 cm (largeur) x 25 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal
4482,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Condensateur d'Aepinus,SEGUIN-0030,,,,,2021-12-09,,16655,,Cet élément est utilisé pour préparer des expériences d'optique. Il utilise le principe de condensateur. Le dispositif pet accumuler séparément de fortes charges électriques sur deux disques.,Bon état,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11958159r électrostatique | 4040,,,,2.2.37,Cabinet de physique,,,"54 cm (hauteur) x 18,5 cm (largeur) x 49,5 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton
4481,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Pied pour prisme ou autre accessoire d'optique,SEGUIN-0029,,,,,2021-12-09,,16654,Il y a 2 exemplaires,Cet élément est utilisé pour préparer des expériences d'optique.,Bon état,,,,Intégrité: oui. Fonctionnel,http://viaf.org/viaf/95912279 Jules Duboscq,,4040 | 4038,,,,2.2.35,Cabinet de physique,"Sur le pied en laiton ""J. DUBOSCQ A PARIS""",https://sws.geonames.org/2988507/ Paris,36 cm (hauteur). Diamètre: 11 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton
4480,Instruments scientifiques,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Boite de résistance,SEGUIN-0028,,,,,2021-12-09,,16653,"J. Bourbouze (1862-1889) était préparateur de physique et constructeur français d'instruments scientifiques. Il assista à la Sorbonne de nombreux savants comme Pouillet, Foucault. Il perfectionna la table d'Ampère, la machine d'Atwood.Il créa plusieurs instruments dont un galvanomètre vertical de grandes sensibilités qui porte son nom. Vers la fin de sa vie, il s'occupa de recherches sur la fabrication économique de l'aluminium.",Ce type d'instruments est utilisé dans nombre de montages électriques.,Bon état,,,,Intégrité: oui. Fonctionnel,http://viaf.org/viaf/201166193 Jean-Gustave Bourbouze,,4040 | 4022,,,,2.2.36,Cabinet de physique,"Sur la boite ""N°60"" ""Bourbouze Paris"" + numérotation ""1.2.2.3.10.10.20.50.100""",https://sws.geonames.org/2988507/ Paris,15 cm (hauteur) x 8 cm (largeur) x 30 cm (longueur),,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2497 Bakélite
4479,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Boite contenant des manches en verre,SEGUIN-0027,,,,,2021-12-09,,16652,Les dimensions sont celles de la boite.,"Ces accessoires sont généralement utilisés pour des expériences d'électrostatique, le verre étant un isolant.",Mauvais état. Les extrémités des baguettes de verre sont cassés,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11958159r électrostatique | 4040,,,,2.1b.34,Cabinet de physique,,,"6,5 cm (hauteur) x 7 cm (largeur) x 35 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre
4478,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Coffret de sangsues mécaniques,SEGUIN-0026,,,,,2021-12-02,,16644,problème de pièces qui ne semblent pas venir de ce coffret.,En médecine ?,Bon état. Les pièces sont grippées,,,,Intégrité: oui. Fonctionnel,,,http://ark.bnf.fr/ark:/12148/cb11945860z santé | http://ark.bnf.fr/ark:/12148/cb119832928 médecine,,,,2.1b.33,Cabinet de physique,,,"9 cm (hauteur) x 13 cm (largeur) x 22,5 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton
4477,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Voltamètre,SEGUIN-0025,,,,,2021-12-01,,16643,,le voltamètre ou Coulomètre est un dispositif d'électroanalyse,Bon état,,,,Intégrité: oui. Fonctionnel,,,4040 | 4022,,,,2.1b.32,Cabinet de physique,,,15 cm (hauteur). Diamètre: 10 cm,,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2563 Bois | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2416 Verre | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2154 Laiton
4476,Instruments scientifiques,,thomas.chaineux@chartes.psl.eu,true,Pince à tourmaline,SEGUIN-0024,,,,,2021-12-01,,16642,,La pince à tourmaline est le plus simple appareil de polarisation connu.,Bon état,,Aseiste | Aseiste,,Intégrité: oui. Fonctionnel,,,4040 | 4038,,,,,Cabinet de physique,,,"2,5 cm (hauteur) x 3 cm (largeur) x 14 cm (longueur)",,,,,,,http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2124 Métal | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2727 Liège | http://data.culture.fr/thesaurus/resource/ark:/67717/T516-2417 Cristal
