o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:type,dcterms:identifier,dcterms:created,dcterms:isPartOf,dcterms:dateSubmitted,rdfs:comment,crm:P15_was_influenced_by,crm:P43_has_dimension,crm:P44_has_condition,crm:P62_depicts,crm:P65_shows_visual_item,crm:P94i_was_created_by,rico:documentedBy,rico:hasOrHadPhysicalLocation,rico:hasOrHadSubject,rico:isOrWasIncludedIn,rico:descriptiveNote,rico:measure,schema:material
25466,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Jeune femme au chignon,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00160,1904,,2021-09-22,,,,,,,3955,,Maison [atelier (armoire ETG)],,25294,Sur l'œuvre ; d'origine ; gravé : A. SEGUIN 1904,36 cm (hauteur) x 31 cm (largeur) x 17 cm (profondeur),"plâtre: moulé, peint"
25465,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,5 reliefs : Jeune fille de dos,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00159,1904,,2021-09-22,,,,"État passable. N° 1: bras dextre cassé, mais en place ; encrassement ; poussière",personage,jeune fille,3955,,Maison [atelier (armoire ETG)],,25294,Sur l'œuvre ; d'origine ; gravé : A. SEGUIN 1904,33 cm (hauteur) x 28 cm (largeur) x 10 cm (profondeur),"plâtre: moulé, peint"
25464,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Armoire à trois travées, buffet et tiroirs",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-53 menuiserie,IMVRG00158,1875/1900,,2021-09-22,,,,Bon état,,,,,Maison [atelier],,25281,,"160 +108 cm (hauteur) x 310 cm (largeur) x 66,5 cm (profondeur)","bois: taillé, peint | verre | tissu"
25463,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Chevalet,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-53 menuiserie,IMVRG00157,1875/1900,,2021-09-22,,,,Bon état,,,,,Maison [atelier],,25282,,183 cm (hauteur) x 65 cm (largeur) x 85 cm (profondeur),bois
25462,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Selle à plateau fixe et plateau amovible tournant,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-53 menuiserie,IMVRG00156,1875/1900,,2021-09-22,,,,Bon état,,,,,Maison [atelier],,25282,,119 cm (hauteur) x 52 cm (largeur) x 68 cm (profondeur),bois
25461,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Vue panoramique d'Istanbul,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-65 photographie,IMVRG00155,1875/1900,,2021-09-22,"""Les frères Abdullah, prénommés Vichen (1820-1902), Hovsep (1830-1908) et Kevork (1839-1918), turcs d'origine arménienne, exercèrent la photographie à Istanbul de 1858 à 1899. Ils furent photographes officiels des sultans Abdulaziz et Abdulhamit II et firent de nombreux clichés officiels et des portraits. Certaines de leurs photographies furent éditées sous forme de cartes postales à grand tirage. Leur atelier d'Istanbul fut vendu à Sebah et Joaillier, autres célèbres photographes ottomans en 1899. Au dos de certaines photos, la tuğra du sultan indique le statut de photographe officiel.""",,,"Défectueux. La vitre gauche est manquante, la vitre centrale est brisée dans son angle supérieur gauche ; déformation du papier ; dorure du cadre lacunaire",panorama,Istanbul,http://viaf.org/viaf/132430466 Abdullah Frères,,Maison [atelier],,25289,"Marque du fabricant, avec tugra",44 cm (hauteur) x 160 cm (largeur) x 2 cm (profondeur),papier albuminé | verre | bois: doré
25460,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Écran métallique,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-32 ferronnerie,IMVRG00154,1875/1900,,2021-09-22,"Peut-être une fabrication d'Augustin ou/et Marc Seguin, pour tester le tissage de fils métalliques",,,État passable. Quelques perforations ; déformations,,,,,Maison [atelier],,25281,,100 cm (hauteur) x 101 cm (largeur) x 37 cm (profondeur),métal
25459,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Femme portant une corbeille de fruits (projet de décor ?),http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00153,1875/1900,,2021-09-22,"Il s'agit d'un probablement d'un projet de décor, resté inachevé",,,État passable. Perforation en partie supérieure,allégorie,femme | fruits,,,Maison [atelier],,25293,,"155,5 cm (hauteur) x 50 cm (largeur) x 2 cm (profondeur)",peinture à l'huile (toile)
25458,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Portrait de Tintin,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00152,1904,,2021-09-22,,,,"État passable. Grande fissure sur la face, de la base du pied jusqu'à la naissance du cou, ainsi que à senestre",personnage,jeune homme,3955,,Maison [atelier],,25294,A. SEGUIN 1904,42 cm (hauteur) x 24 cm (largeur) x 15 cm (profondeur),"plâtre: moulé, badigeonné"
25457,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Artémis déesse de la chasse dite Diane de Versailles,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00151,1875/1900,,2021-09-22,"Il s'agit du buste de la statue Diane de Versailles, dite aussi Diane chasseresse, sculpture conservée au musée du Louvre (Ma 589)",http://viaf.org/viaf/96361689 Léocharès,,Bon état. Encrassement ; poussière,personnage,jeune femme,,,Maison [atelier],,25296,,68 cm (hauteur) x 35 cm (largeur) x 28 cm (profondeur),"plâtre: moulé, badigeonné"
25456,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Jeune homme : Antinoüs ? (moulage),http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00150,1875/1900,,2021-09-22,"Peut-être un moulage d'une statue représentant Antinoüs ou Apollon, mais le modèle reste à retrouver",,,Bon état. Encrassement ; poussière,personnage,jeune homme,,,Maison [atelier],,25296,,58 cm (hauteur) x 32 cm (largeur) x 30 cm (profondeur),"plâtre: moulé, badigeonné"
25455,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Portrait de Louise,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00149,1903,,2021-09-22,,,,Bon état. Encrassement ; poussière,personnage,jeune fille,3955,,Maison [atelier],,25294,A. SEGUIN 1903,41 cm (hauteur) x la =23 x 17 cm (profondeur),"plâtre: moulé, peint"
25454,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Moule,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00148,1875/1900,,2021-09-22,,,,État passable. Il manque peut-être des éléments du moule,,,,,Maison [atelier],,25297,,52 cm (hauteur) x 32 cm (largeur) x 45 cm (profondeur),plâtre
25453,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Hermès-Mercure (moulage),http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00147,1875/1900,,2021-09-22,Le modèle de ce plâtre reste à retrouver,,,État passable. Manque une partie de la base,personnage mythologique,Hermès,,,Maison [atelier],,25296,,55 cm (hauteur) x 25 cm (largeur) x 25 cm (profondeur),"plâtre: moulé, peint"
25452,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Marc Seguin,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00146,1875/1900,,2021-09-22,"Ce portrait de Marc Seguin s'inspire du buste d'Eugène Guillaume (IMVRG00094) mais présente quelques différences : coiffure, vêture. Il ne comporte aucune inscription",,,Bon état. Encrassement ; poussière,personnage célèbre,"buste de Marc Seguin, à mi-corps et épaulement ébauché: il est revêtu d'une chemise au col rabattu fermé par foulard noué sous la gorge, avec un gilet fermé par un bouton est protégé par une redingote à boutonnières et insigne",http://viaf.org/viaf/32141025 Eugène Guillaume,,Maison [atelier],,25294,,78 cm (hauteur) x 54 cm (largeur) x 40 cm (profondeur),"plâtre: moulé, peint"
25451,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Déesse égyptienne : Isis-Hathor,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00145,1875/1900,,2021-09-22,S'agit-il d'un moulage du Louvre ? Introuvable dans le catalogue actuel (2021) des Ateliers d'art des musées nationaux,,,"État passable. Sorte de bronzine au revers, en cours d'écaillage",personnage mystique,déesse | Isis,,,Maison [atelier],,25296,,"89,5 cm (hauteur) x 21 cm (largeur) x 47 cm (profondeur)","plâtre: moulé, peint, noir"
25450,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Auguste Seguin,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00144,1904,,2021-09-22,,,,Bon état,personnage célèbre,"Auguste Seguin: chemise et redingote, barbu",3955,,Maison [atelier],,25294,Au revers : A SEGUIN / 1904,48 cm (hauteur) x 38 cm (largeur) x 25 cm (profondeur),"plâtre: moulé, badigeonné"
25449,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Jeune garçon (moulage),http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00143,1875/1900,,2021-09-22,"D'après Bréon di Bartoli (signature), cependant modèle à retrouver",,,Bon état,personnage,jeune garçon: en buste,,,Maison [atelier],,25296,Sur le balustre : BREON DI BARTOLI,41 cm (hauteur) x 21 cm (largeur) x 20 cm (profondeur),"plâtre: moulé, badigeonné"
25448,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Pupitre d'atelier,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-53 menuiserie,IMVRG00142,1875/1900,,2021-09-22,,,,Bon état. Encrassement ; poussière,,,,,Maison [atelier],,25282,,21 cm (hauteur) x 22 cm (largeur) x 22 cm (profondeur),bois | fer
25447,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Profil gauche de jeune fille,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00141,1875/1900,,2021-09-22,,,"dimensions du verre ; profil : 14 cm (hauteur) x 9 cm (largeur) x 1,5 cm (profondeur)",État passable. Encrassement ; poussière,personnage,jeune fille,3955,,Maison [atelier],,25294,,"23,7 cm (hauteur) x 24 cm (largeur)",terre | cire: brune | verre
25446,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Portrait de Marie, dite Minette enfant",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00140,1875/1900,,2021-09-22,,,,"Bon état. Écaillage au revers, sur le socle",corps humain,jeune fille,3955,,Maison [atelier],,25294,,53 cm (hauteur) x 32 cm (largeur) x 22 cm (profondeur),"terre: modelée, cuite"
25445,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Bras gauche de bébé,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00139,1875/1900,25428,2021-09-22,,,,Bon état,corps humain,bras gauche de bébé,,,Maison [atelier],,25294,,"14,5 cm (hauteur) x 15 cm (largeur) x 5 cm (profondeur)","plâtre: moulé, badigeonné"
25444,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Oreille droite,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00138,1875/1900,25428,2021-09-22,,,,Bon état,corps humain,oreille droite,,,Maison [atelier],,25294,,"11 cm (hauteur) x 8,5 cm (largeur) x 5 cm (profondeur)","plâtre: moulé, badigeonné"
25443,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Enfant (moulage),http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00137,1875/1900,,2021-09-22,Moulage des musées nationaux,,,Bon état,personnage,enfant,,,Maison [atelier],,25296,"Au verso, dans un ovale : MOULAGE MUSÉES NATIONAUX","37 cm (hauteur) x 17,5 cm (largeur) x 18 cm (profondeur)","plâtre: moulé, badigeonné"
25442,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Paire de bustes : jeune homme, jeune femme (moulage)",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00136,1875/1900,,2021-09-22,"Il reste à retrouver le modèle de ces deux bustes, qui ont servi de modèle à quelques dessins",,jeune femme : 65 cm (hauteur) x 48 cm (largeur) x 38 cm (profondeur),Bon état. Encrassement ; poussière,personnage,jeune homme,,,Maison [atelier],,25296,,63 cm (hauteur) x 33 cm (largeur) x 33 cm (profondeur),"plâtre: moulé, badigeonné"
25441,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Portrait : Marc Seguin,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00135,1875/1900,,2021-09-22,,,,Bon état,personnage célèbre,"Marc Seguin: buste, profil droit",,,Maison [atelier],,25294,,"7 cm (profondeur). Diamètre: 58,5 cm","plâtre: moulé, badigeonné"
25440,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Vénus de Milo (moulage),http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00134,1875/1900,,2021-09-22,"Copie réduite (l'original mesure 204 cm de hauteur) de la statue en marbre de Paros, conservée au Musée du Louvre, numéro catalogue Ma 399",,,"État passable. Pli brisé sur la face, sous le genou dextre ; encrassement ; poussière",personnage,Vénus de Milo,,,Maison [atelier],,25296,,108 cm (hauteur) x 30 cm (largeur) x 28 cm (profondeur),"plâtre: moulé, badigeonné"
25439,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Femme drapée à la mode antique (moulage),http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00133,1875/1900,,2021-09-22,Il reste à retrouver le modèle,,,État passable. Encrassement ; poussière ; pli du vêtement de dessus brisé à senestre ; partie inférieure de la terrasse brisée,personnage,"femme: debout, vêtue | chlamyde | chition (vérifier)",,,Maison [atelier],,25296,,"138 cm (hauteur) x 38 cm (largeur) x 42,5 cm (profondeur)","plâtre: moulé, badigeonné"
25438,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Jambe droite d'écorché,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00132,1875/1900,25428,2021-09-22,"Serait-ce une portion de l'écorché de Jean-Antoine Houdon ? L'original complet est conservé à l'École nationale supérieure des beaux-arts de Paris (Mu 12193).
Voir le site des Ateliers d'art des musées nationaux",,,Bon état,corps humain,jambe droite | écorché,,,Maison [atelier],,25294,,72 cm (hauteur) x 20 cm (largeur) x 24 cm (profondeur),"plâtre: moulé, badigeonné"
25437,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Épaule et bras gauche tendu,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00131,1875/1900,25428,2021-09-22,,,,,corps humain,Épaule et bras gauche,,,Maison [atelier],,25294,,46 cm (hauteur) x 60 cm (largeur) x 27 cm (profondeur),"plâtre: moulé, badigeonné"
25436,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Épaule et bras droit levé tenant un objet,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00130,1875/1900,25428,2021-09-22,,,,Bon état,corps humain,Épaule et bras droit,,,Maison [atelier],,25294,,38 cm (hauteur) x 16 cm (largeur) x 37 cm (profondeur),"plâtre: moulé, badigeonné"
25435,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Épaule et bras gauche levé tenant un bâton,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00129,1875/1900,25428,2021-09-22,"On dirait le bras du David de Michel Ange, à vérifier",,,"État passable. Brisure du bras, éraflure en partie basse",corps humain,Épaule et bras gauche,,,Maison [atelier],,25294,,38 cm (hauteur) x 20 cm (largeur) x 32 cm (profondeur),"plâtre: moulé, badigeonné"
25434,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Épaule et bras gauche levé,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00128,1875/1900,25428,2021-09-22,,,,,corps humain,Épaule et bras gauche,,,Maison [atelier],,25294,,42 cm (hauteur) x 33 cm (largeur) x 22 cm (profondeur),"plâtre: moulé, badigeonné"
25433,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Épaule et bras gauche tenant un objet,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00127,1875/1900,25428,2021-09-22,,,,,corps humain,Épaule et bras gauche,,,Maison [atelier],,25294,,53 cm (hauteur) x 38 cm (largeur) x 19 cm (profondeur),"plâtre: moulé, badigeonné"
25432,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Main droite posée sur un support,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00126,1875/1900,25428,2021-09-22,,,,Bon état,corps humain,main droite,,,Maison [atelier],,25294,,28 cm (hauteur) x 14 cm (largeur) x 9 cm (profondeur),"plâtre: moulé, badigeonné"
25431,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Masque mortuaire,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00125,1875/1900,25428,2021-09-22,,,,Bon état,corps humain,masque mortuaire | tête | homme | mort,,,Maison [atelier],,25294,,29 cm (hauteur) x 18 cm (largeur) x 16 cm (profondeur),"plâtre: moulé, badigeonné"
25430,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Main droite tenant un grain,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00124,1875/1900,25428,2021-09-22,"Il s'agit de la main droite de la statue allégorique : Agréables vendanges, créée en 1899 par Augustin Seguin (IMVRG00091)",,,Bon état,corps humain,main droite tenant un grain,3955,,Maison [atelier],,25294,51,29 cm (hauteur) x 12 cm (largeur) x 10 cm (profondeur),"plâtre: moulé, badigeonné"
25429,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Paire d'oreilles,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00123,1875/1900,25428,2021-09-22,,,,Bon état,corps humain,oreille,,,Maison [atelier],,25294,,11 cm (hauteur) x 12 cm (largeur) x 5 cm (profondeur),"plâtre: moulé, badigeonné"
25428,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Morceaux choisis de corps humain,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00122,1875/1900,,2021-09-22,,,,Bon état,corps humain,"oreille | main droite tenant un grain | masque mortuaire | main droite sur un volume | épaule et bras gauche tendu vers le bas | épaule et bras gauche levé | épaule et bras gauche relevé | épaule et bras droit relevé | épaule, poitrine et bras gauche féminin | jambe droite d'écorché | oreille | bas gauche de bébé",,,Maison [atelier],,25294,,,"plâtre: moulé, badigeonné"
25427,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Nymphe de fontaine (Paris, Fontaine des Innocents)",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00121,1875/1900,,2021-09-22,"Plâtres de Barbedienne, d'après les reliefs de la Fontaine des Innocents à Paris créés vers 1549 par Jean Goujon (1510?-1567?)",Goujon Jean,,Bon état. Signatures légèrement effacées,allégorie,fontaine | eau | femme,http://viaf.org/viaf/19952924 Ferdinand Barbedienne,,Maison [atelier],,25296,F. BARBEDIENNE,45 cm (hauteur) x 12 cm (largeur) x 3 cm (profondeur),"plâtre: moulé, badigeonné"
25426,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Le Silence,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00120,1875/1900,,2021-09-22,"Tirage en réduction en plâtre fait par Antoine-Augustin Préault (1809-1879). L'œuvre originale a été commandée en 1842 pour la tombe de Jacob Roblès au cimetière du Père Lachaise à Paris (division 7-R). Le bronze a été présenté au Salon de 1849 (n° 2314, masque funéraire).
Voir le site de la galerie Perrin dont nous résumons la notice ci-après.
L'œuvre est présentée - sous le titre Masque funéraire - au Salon de 1849, dont Théophile Gautier se fait l'écho : « Qu’est-ce que cette figure à l’âge douteux, au sexe incertain ? Est-ce la Mort, la Parque qui coupe le fil de la vie, une des Mères qui, dans les profondeurs de l’Hadès, gardent les germes des créations futures ? (…) Vers quel horizon invisible flotte ce regard vide ; quel rêve ou quelle pensée hante ce front somnolent ? (…) On ne sait ; mais cette tête impassible, sinistre et mystérieuse produit l’effet de la Mort même ; elle épouvante, glace et stupéfie ». Elle devient aussitôt l'icône du Romantisme et incarne la modernité artistique du milieu du 19e siècle.
Le site de la galerie Perrin précise : ""Préault tire deux bronzes supplémentaires et une dizaine d'épreuves en plâtre. Sur les onze plâtres répertoriés dans le catalogue raisonné de l'artiste, neuf d'entre eux sont dans des collections de musée. Seuls deux restent en mains privées : celui que nous présentons, et un autre qui n'a pas été localisé"".
Ce plâtre constitue selon toute évidence le chaînon manquant des tirages de Préault.
Autre exemplaire au Musée du Louvre (Joconde, réf. M5037011690)",,,Bon état. Encrassement ; poussière,allégorie,silence | femme,http://viaf.org/viaf/73969963 Auguste Préault,,Maison [atelier],,25295,,39 cm (hauteur) x 40 cm (largeur) x 21 cm (profondeur),"plâtre: moulé, badigeonné"
25425,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Le printemps (?),http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00119,1875/1900,25422,2021-09-22,,,support et cloche : 69 cm (hauteur). Diamètre: 30 cm,"Défectueux. Fente sur le bras dextre, raccord ; probablement d'origine",allégorie,saison | printemps | femme,,,Maison [atelier],,25294,,53 cm (hauteur) x 17 cm (largeur) x 17 cm (profondeur),terre | cire (?)
25424,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Froidure d'hiver,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00118,1875/1900,25422,2021-09-22,,,support et cloche : 69 cm (hauteur). Diamètre: 30 cm,Bon état,allégorie,saison | hiver | femme,,,Maison [atelier],,25294,,53 cm (hauteur) x 17 cm (largeur) x 17 cm (profondeur),terre | cire (?)
25423,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Joyeuses moissons,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00117,1875/1900,25422,2021-09-22,,,support et cloche : 69 cm (hauteur). Diamètre: 30 cm,Bon état,allégorie,saison | les moissons | été | femme,,,Maison [atelier],,25294,,53 cm (hauteur) x 17 cm (largeur) x 17 cm (profondeur),terre | cire (?)
25422,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Les quatre saisons : études préparatoires,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00116,1875/1900,,2021-09-22,,,support et cloche : 69 cm (hauteur). Diamètre: 30 cm,Bon état,allégorie,saison | les moissons | froidure d'hiver | automne (?),,,Maison [atelier],,25294,,53 cm (hauteur) x 17 cm (largeur) x 17 cm (profondeur),terre | cire (?)
25421,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Drapeau bannière de l'Union,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00115,1875/1900,,2021-09-22,Probable souvenir de voyage des Seguin aux États-Unis à la fin du 19e siècle,,épingle : 14 cm (largeur),Défectueux,,drapeau des USA,,,Maison,,25280,,"9,5 cm (hauteur) x 12 cm (largeur)",soie
25420,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Rabat,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00114,1895/1905,,2021-09-22,,,,État passable. Usures,,,,,Maison,,25306,,13 cm (hauteur) x 11 cm (largeur),soie  noire
25419,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Calotte,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00113,1875/1900,,2021-09-22,,,,Défectueux. Mité,,,,,Maison,,25306,,20 cm (hauteur) x 15 cm (largeur),laine: rouge
25418,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Ornement blanc : bourse de corporal,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00112,1895/1905,,2021-09-22,,,,Bon état,symbole christique,croix,,,Maison,,25306,,27 cm (hauteur) x 23 cm (largeur),soie: blanche
25417,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Ornement blanc : bourse de corporal, pale",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00111,1895/1905,,2021-09-22,,,"pale : 18,5 cm (hauteur) x 18,5 cm (largeur)",Bon état,,,,,Maison,,25306,,31 cm (hauteur) x 22 cm (largeur),"soie: rouge, bleu, noir, blanc, parme"
25416,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Ornement blanc : étole, bourse de corporal",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00110,1895/1905,,2021-09-22,,,BDC : 26 cm (hauteur) x 27 cm (largeur),Bon état,symbole christique | ornement à forme végétale,IHS | églantines | instruments de la Passion,,,Maison,,25306,,"118 cm (hauteur) x 24,5 cm (largeur)","soie: blanc, peint"
25415,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Ornement violet : voile de calice,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00109,1895/1905,,2021-09-22,,,,,,,,,Maison,,25306,,"54,5 cm (hauteur) x 53,5 cm (largeur)",soie: violet | fil métallique argent
25414,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Ornement violet n° 2 : chasuble, étole, manipule, voile de calice, bourse de corporal, pale",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00108,1895/1905,,2021-09-22,,,"étole : 116 ; 21,5 cm (largeur) ; manipule : 49 cm (hauteur) x 21 cm (largeur); VDC : 57,5 ; 57 cm (largeur); BDC : 26 cm (hauteur) x 21 cm (largeur); pale : 17 cm (hauteur) x 17 cm (largeur)",État passable. Nombreuses déformations,symbole christique | ornement à forme végétale,IHS | rinceaux de fleurons,,,Maison,,25306,,107 cm (hauteur) x 64 cm (largeur),soie: violette | fil de soie jaune
