Class,rico:identifier,rico:hasRecordSetType,rico:title,rico:descriptiveNote,rico:dateInterv,rico:dateRaw,rico:hasCreatorRef,rico:hasCreatorNotRef,rico:hasReceiverRef,rico:hasReceiverNotRef,rico:hasPublisher,rico:isOrWasIncludedIn,rico:hasOrHadPhysicalLocation,crm:P44_has_condition
rico:Record,A2.3/72,,,Lettre d’Augustin Seguin à sa mère à propos de son voyage en Angleterre,,,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/73,,,"Lettre d’Augustin Seguin à sa mère à propos d’un déjeuner avec ses tantes, d’un diner avec leur oncle, de ses cours",,1859-11-03,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/74,,,"Lettre d’Augustin Seguin à sa mère à propos de cadeaux qu’elle leur a offert à lui et ses frères, diu pastel qu’il lui envoie, de ses résultats scolaires",,1860-01-02,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/75,,,"Lettre d’Augustin Seguin à son père à propos de ses progrès en expression, de l’observation d’une éclipse, des oreillons qui contaminent la classe de ses frères",,1860-01-06,REFPERS0017,,REFPERS0002,,,A2.3,,
rico:Record,A2.3/76,,,"Lettre d’Augustin Seguin à sa mère à propos de la bonne santé de ses frères, du froid, de ses résultats scolaires et de ceux de ses frères, des évolutions du caractère de Louis son frère, de l’évolution de son pastel, de fêtes à venir",,1859-11-22,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/77,,,"Lettre d’Augustin Seguin à sa mère à propos des résultats scolaires de ses frères et de leur santé, de la visite de pauvres, d’une loterie",,1860-01-04,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/78,,,"Lettre d’Augustin Seguin à sa mère à propos de la mauvaise santé d’Henri, de la météo, de l’envoi de son pastel",,1860-01-08,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/79,,,Lettre d’Augustin Seguin à sa mère à propos de cérémonies,,1859-05-21,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/8,,,"Lettre d’Augustin Seguin à son père à propos de son état de santé qui s’améliore, ses projets artistiques au pastel",,1860-02-14,REFPERS0017,,REFPERS0002,,,A2.3,,
rico:Record,A2.3/80,,,"Lettre d’Augustin Seguin à sa mère à propos de la bonne santé de ses frères, de leurs notes et des siennes, de fêtes à venir, de son travail sur un bas-relief, d’achat de matériel pour son laboratoire, d’une visite du fort d’Issy",,1859-05-16,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/81,,,"Lettre d’Augustin Seguin à sa mère à propos du rétablissement d’Henri, de sa mauvaise santé dentaire, de son pastel",,1860-01-14,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/82,,,"Lettre d’Augustin Seguin à sa mère à propos de la météo, d’examens, de son ennui au collège",,1860-01-18,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/83,,,"Lettre d’Augustin Seguin à sa mère à propos du rétablissement d’Henri, de la bonne santé de ses frères, de leurs notes et des siennes",,1860-01-16,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/84,,,"Lettre d’Augustin Seguin à sa mère à propos de son mal-être, de son ambition, de ses examens, de la santé de ses frères",,1860-01-22,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/85,,,"Lettre d’Augustin Seguin à sa mère à propos de la bonne santé de ses frères, du mauvais, de sa journée en classe",,1860-01-20,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/86,,,"Lettre d’Augustin Seguin à sa mère à propos de sa mauvaise santé, des lots réalisés par les élèves, de la bonne santé de ses frères, de ses problèmes dentaires",,1860-02-13,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/87,,,"Lettre d’Augustin Seguin à sa mère à propos de son rétablissement, de sa pratique musicale, de ses examens, de sa prochaine réalisation au pastel",,1860-02-16,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/88,,,"Lettre d’Augustin Seguin à sa mère à propos de la météo, de son intérêt pour les cours d’histoire",,1860-02-01,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/89,,,"Lettre d’Augustin Seguin à sa mère à propos de ses résultats scolaires et ceux de ses frères, de la visite des ses tantes",,1860-01-30,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/9,,,"Lettre d’Augustin Seguin à sa mère, à propos de ses notes, de celles de Louis et d’Étienne, de sa pratique de la sténographie",,1860-03-13,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/90,,,"Lettre d’Augustin Seguin à sa mère à propos de l’avancée de son pastel, des vacances de Pâques, de ses examens",,1860-01-28,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/91,,,"Lettre d’Augustin Seguin à son père à propos de la météo, de ses résultats scolaires, de l’abbé Magnien",,1860-02-26,REFPERS0017,,REFPERS0002,,,A2.3,,
rico:Record,A2.3/92,,,"Lettre d’Augustin Seguin à sa mère à propos de la distribution de prix, d’un examen, des résultats scolaires de ses frères et des siens, du rappatrieeent de son matériel scientifique à Annonay",1859-07-05/1860,,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/93,,,"Lettre d’Augustin Seguin à sa mère à propos des résultats scolaires de ses frères et de leur santé, de ses maux de tête qui lui posent problème en examen",1859-07-11/1860,,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/94,,,"Lettre d’Augustin Seguin à sa mère à propos d’un examen, d’un passage en foret de Rambouillet, de la météo, de son apprentissage du solfège, d’examens à venir",,1859-07-03,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/95,,,"Lettre d’Augustin Seguin à sa mère à propos d’un examen, de l’envoi de son pastel, de la météo",,1859-12-28,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/96,,,"Lettre d’Augustin Seguin à sa mère à propos du nouvel an, du mauvais temps, d’un examen",,1859-12-30,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:Record,A2.3/97,,,Lettre d’Augustin Seguin à sa mère à propos de son voyage en Ecosse,,1862-05-28,REFPERS0017,,REFPERS0016,,,A2.3,,
rico:RecordSet,A2.4,Dossier d'archives,,Lettres de Louis et d’Étienne Seguin à leur famille,1866/1894,,,,,,,A2,,
rico:RecordSet,A2.4.1,Sous-dossier d'archives,,Documents à propos de Louis Seguin,1870/1894,,,,,,,A2.4,,
rico:Record,A2.4.1/1,,,"Lettre de l’évêché de Viviers accompagnant un acte épiscopal nommant Louis Seguin chanoine, le remerciant de ses services",,1894-05-05,,Evéché du Vivarais,,,,A2.4.1,,
rico:Record,A2.4.1/2,,,Acte épiscopal annonçant la nomination de Louis Seguin au titre de chanoine (latin),,1894,,Episcopat,,,,A2.4.1,,
rico:Record,A2.4.1/3,,,Document comptable,,,,,,,,A2.4.1,,
rico:Record,A2.4.1/4,,,Livret miliaire de Louis Seguin,,1870-08-15,,Garde nationale mobile,,,,A2.4.1,,
rico:RecordSet,A2.4.2,Sous-dossier d'archives,,Lettres de Louis et d’Étienne Seguin,1866/1879,,,,,,,A2.4,,
rico:RecordSet,A2.4.2.a,Sous-sous-dossier d'archives,,Lettres de Louis pendant ses divers voyages,1866/1870,,,,,,,A2.4.2,,
rico:Record,A2.4.2.a/1,,,"Lettre de Louis Seguin à sa mère, à propos de son voyage en Palestine",,1867-04-07,REFPERS0019,,REFPERS0016,,,A2.4.2.a,,
rico:Record,A2.4.2.a/10,,,"Lettre de Paul Seguin à son père, à propos du voyage en Palestine",,1867,REFPERS0015,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/11,,,"Lettre de Louis Seguin à sa mère, à propos de son voyage en Egypte",,1867-01-17,REFPERS0019,,REFPERS0016,,,A2.4.2.a,,
rico:Record,A2.4.2.a/12,,,"Lettre de Louis Seguin à son père, à propos d’un décès de sa santé, de voyages et des découvertes culturelles",,1866-07-13,REFPERS0019,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/13,,,"Lettre de Louis Seguin à son père, à propos de son voyage en Egypte, où il notamment pu vérifier des mesures relatives aux pyramides",,1866-12-28,REFPERS0019,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/14,,,"Lettre de Louis Seguin à sa mère, à propos de son voyage aux États-Unis",,1866-04-20,REFPERS0019,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/15,,,"Lettre de Louis Seguin à son père, à propos de son voyage en Suisse",,1866-09-01,REFPERS0019,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/16,,,"Lettre de Louis Seguin à son frère Augustin, à propos de son voyage en Egypte",,1867-02-17,REFPERS0019,,REFPERS0017,,,A2.4.2.a,,
rico:Record,A2.4.2.a/17,,,"Lettre de Louis Seguin à sa mère, à propos de son voyage en Egypte",,1867-02-18,REFPERS0019,,REFPERS0016,,,A2.4.2.a,,
rico:Record,A2.4.2.a/18,,,"Lettre de Louis Seguin à sa petite soeur, à propos de son voyage en Egypte",,1867-02-17,REFPERS0019,,,,,A2.4.2.a,,
rico:Record,A2.4.2.a/19,,,"Lettre de Louis Seguin à son frère Augustin, à propos de son voyage en Egypte",,1866-12-20,REFPERS0019,,REFPERS0017,,,A2.4.2.a,,
rico:Record,A2.4.2.a/2,,,"Lettre de Louis Seguin à sa mère, à propos de son voyage en Palestine",,1867-04-02,REFPERS0019,,REFPERS0016,,,A2.4.2.a,,
rico:Record,A2.4.2.a/20,,,"Lettre de Paul Seguin à son père Marc à propos du voyage en Egypte, et prévoit de se diriger vers Jérusalem",,1867-02-06,REFPERS0015,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/21,,,"Lettre de Louis Seguin à son frère Augustin à propos de son voyage aux États-Unis, décrivant notamment le pays et les chemins de fer",,1866-05-14,REFPERS0019,,REFPERS0017,,,A2.4.2.a,,
rico:Record,A2.4.2.a/22,,,"Lettre d‘Augustin Seguin à son père, à propos de l’exploitation et de la direction d’une entreprise et du roues des Mangini",,1866,REFPERS0017,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/23,,,"Lettre d‘Augustin Seguin à son père, à propos de la mort de Laurent Béchetoille, de son installation, et de l’élection de Lucien Mangini
Incomplète",,1866,REFPERS0017,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/24,,,"Lettre de Louis Seguin à sa mère, à propos de son voyage en Egypte",,1866-12-17,REFPERS0019,,REFPERS0016,,,A2.4.2.a,,
rico:Record,A2.4.2.a/25,,,"Lettre de Louis Seguin à son père, à propos de son voyage aux États-Unis et notamment sur le Mississippi",,1866-05-25,REFPERS0019,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/26,,,"Lettre de Louis Seguin à sa mère, à propos de son voyage en Grèce",,1867-05-08,REFPERS0019,,REFPERS0016,,,A2.4.2.a,,
rico:Record,A2.4.2.a/27,,,"Lettre de Louis Seguin à son père, à propos de son voyage de retour via Chypre, la Grèce, Constantinople et Varna",,1867-05-05,REFPERS0019,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/28,,,"Lettre de Louis Seguin à son père, à propos de son voyage en Egypte",,1866-12-11,REFPERS0019,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/29,,,"Lettre de Louis Seguin à son père, à propos de son séjour à Paris, de sa volonté d’aller voir l’observatoire duquel Urbain Le Verrier vient d’être démis de ses fonctions",,1870,REFPERS0019,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/3,,,"Lettre de Paul Seguin à Augustine, à propos du voyage en Egypte",,1867-03-08,REFPERS0015,,REFPERS0016,,,A2.4.2.a,,
rico:Record,A2.4.2.a/30,,,Lettre de remerciements de H. Clappe,,,,H. Clappe,,,,A2.4.2.a,,
rico:Record,A2.4.2.a/4,,,"Lettre de Paul Seguin à son père Marc à propos du voyage en Egypte, et envisage de ne pas suivre son frère Louis à Jérusalem",,1867-03-02,REFPERS0015,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/5,,,"Lettre de Paul Seguin à son père, à propos du voyage en Egypte et notamment de la visite du chantier de Suez",1867-03-28/1867-03-30,,REFPERS0015,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/6,,,"Lettre de Louis Seguin à son père, à propos de son voyage en Egypte",,1867-03-23,REFPERS0019,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/7,,,"Lettre de Louis Seguin à son père, à propos de son voyage en Turquie",,1867-05-14,REFPERS0019,,REFPERS0002,,,A2.4.2.a,,
rico:Record,A2.4.2.a/8,,,"Lettre de Louis Seguin à sa mère, à propos de son voyage en Allemagne",,1867-05-25,REFPERS0019,,REFPERS0016,,,A2.4.2.a,,
rico:Record,A2.4.2.a/9,,,"Lettre de Louis Seguin à sa mère, à propos de son voyage en Egypte",,1867-02-07,REFPERS0019,,REFPERS0016,,,A2.4.2.a,,
rico:RecordSet,A2.4.2.b,Sous-sous-dossier d'archives,,Lettres de mon cher Étienne pendant la guerre 1870,1870/1871,,,,,,,A2.4.2,,
rico:Record,A2.4.2.b/1,,,Lettre d’Étienne Seguin à son frère Augustin à propos de la guerre,,1870-03-04,REFPERS0018,,REFPERS0017,,,A2.4.2.b,,
rico:Record,A2.4.2.b/10,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/11,,,Lettre d’Étienne Seguin à sa mère à propos de la guerre,,1870,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/12,,,Lettre d’Étienne Seguin à sa mère à propos de la guerre,,,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/13,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,1870,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/14,,,Lettre d’Étienne Seguin à sa mère à propos de la guerre,,1871-03-14,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/15,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,1871-03-12,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/16,,,Lettre d’Étienne Seguin à sa soeur Paula à propos de la guerre,,1871-03-06,REFPERS0018,,REFPERS0020,,,A2.4.2.b,,
rico:Record,A2.4.2.b/17,,,Lettre d’Étienne Seguin à sa mère à propos de la guerre,,1871-02-17,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/18,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/19,,,Lettre d’Étienne Seguin à son père à propos de son étude des sciences,,,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/2,,,Lettre d’Étienne Seguin à sa mère Augustine à propos de la guerre,,,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/20,,,Lettre d’Étienne Seguin à son père à propos de projets de constructions,,,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/21,,,Lettre d’Étienne Seguin à sa mère à propos de la guerre,,,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/22,,,Lettre d’Étienne Seguin à sa mère à propos de sa visite prochaine,,,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/23,,,Lettre d’Étienne Seguin à sa mère à propos de la guerre,,,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/24,,,Lettre d’Étienne Seguin à propos de la guerre,,,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/25,,,Lettre d’Étienne Seguin à sa mère à propos de la guerre,,,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/26,,,Lettre d’Étienne Seguin à son frère Augustin à propos de la guerre et de ses projets après-guerre,,,REFPERS0018,,REFPERS0017,,,A2.4.2.b,,
rico:Record,A2.4.2.b/27,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/28,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/29,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/3,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/30,,,Lettre d’Étienne Seguin à sa mère à propos de la guerre,,1870-12-28,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/31,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/32,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,1870-12-24,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/33,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,1870-12,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/34,,,Lettre d’Étienne Seguin à Paula à propos de la guerre,,,REFPERS0018,,REFPERS0020,,,A2.4.2.b,,
rico:Record,A2.4.2.b/35,,,Lettre d’Étienne Seguin à sa mère à propos de la guerre,,1870-12-19,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/36,,,Lettre d’Étienne Seguin à sa mère à propos de la guerre,,,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/37,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,1871-01-06,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/38,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/39,,,Lettre d’Étienne Seguin à sa mère à propos de la guerre,,,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/4,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/40,,,Lettre d’Étienne Seguin à sa mère à propos de la guerre,,1870-01-11,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/41,,,Lettre d’Étienne Seguin à son père à propos de l’avenir de Louis dans les ordres,,,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/42,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,1870-01-13,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/43,,,Lettre d’Étienne Seguin à sa mère à propos de la guerre,,,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/44,,,"Récit d’(Étienne Seguin) de sa captivité, adressé à Eugène",,1871-01-09,REFPERS0018,,,Eugène ?,,A2.4.2.b,,
rico:Record,A2.4.2.b/5,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,1870,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/6,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,1870,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/7,,,Lettre d’Étienne Seguin à sa mère à propos de la guerre,,1870,REFPERS0018,,REFPERS0016,,,A2.4.2.b,,
rico:Record,A2.4.2.b/8,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:Record,A2.4.2.b/9,,,Lettre d’Étienne Seguin à son père à propos de la guerre,,,REFPERS0018,,REFPERS0002,,,A2.4.2.b,,
rico:RecordSet,A2.4.2.c,Sous-sous-dossier d'archives,,Mon fils Louis pendant la guerre 1870,1868/1879,,,,,,,A2.4.2,,
rico:Record,A2.4.2.c/1,,,Lettre de Louis Seguin à sa mère à propos de la guerre,,1870-09-15,REFPERS0019,,REFPERS0016,,,A2.4.2.c,,
rico:Record,A2.4.2.c/10,,,Lettre de Louis Seguin à sa mère à propos de la guerre,,1879-12-11,REFPERS0019,,REFPERS0016,,,A2.4.2.c,,
rico:Record,A2.4.2.c/11,,,Lettre de Louis Seguin à son père à propos de la guerre,,1870-12-19,REFPERS0019,,REFPERS0002,,,A2.4.2.c,,
rico:Record,A2.4.2.c/12,,,"Lettre de Louis Seguin à son père à propos de la guerre, suivie d’un message d’Étienne sur le même sujet",,1870-10-29,REFPERS0019,,REFPERS0002,,,A2.4.2.c,,
rico:Record,A2.4.2.c/13,,,"Lettre de Louis Seguin à son père à propos de la guerre, 
suivie d’un message d’Étienne sur le même sujet",,1870-12-25,REFPERS0019;REFPERS0018,,REFPERS0002,,,A2.4.2.c,,
rico:Record,A2.4.2.c/14,,,Lettre de Louis Seguin à son père à propos de la guerre,,1871-01-03,REFPERS0019,,REFPERS0002,,,A2.4.2.c,,
rico:Record,A2.4.2.c/15,,,Lettre de Louis Seguin à son père à propos de la guerre,,1871-01-24,REFPERS0019,,REFPERS0002,,,A2.4.2.c,,
rico:Record,A2.4.2.c/16,,,"Lettre de Louis Seguin à sa mère à propos de son voyage à Marseille, de l’évolution de la blessure de « Maxime »",,1868-06-07,REFPERS0019,,REFPERS0016,,,A2.4.2.c,,
rico:Record,A2.4.2.c/17,,,Lettre de Louis Seguin à son père à propos de la guerre,,,REFPERS0019,,REFPERS0002,,,A2.4.2.c,,
rico:Record,A2.4.2.c/18,,,Lettre de Louis Seguin à sa mère à propos de la guerre,,1870-12-01,REFPERS0019,,REFPERS0016,,,A2.4.2.c,,
rico:Record,A2.4.2.c/2,,,Lettre de Louis Seguin à son père à propos de la guerre,,,REFPERS0019,,REFPERS0002,,,A2.4.2.c,,
rico:Record,A2.4.2.c/3,,,Lettre de Louis Seguin à sa « chère Demoiselle » à propos de la guerre,,1871-03-21,REFPERS0019,,,Une « Demoiselle » amie de Louis Seguin,,A2.4.2.c,,
rico:Record,A2.4.2.c/4,,,Lettre de Louis Seguin à sa « chère Demoiselle » à propos de la guerre,,1871-02-12,REFPERS0019,,,Une « Demoiselle » amie de Louis Seguin,,A2.4.2.c,,
rico:Record,A2.4.2.c/5,,,Lettre de Louis Seguin à son père à propos de la guerre,,1870-10-25,REFPERS0019,,REFPERS0002,,,A2.4.2.c,,
rico:Record,A2.4.2.c/6,,,Lettre de Louis Seguin à sa mère à propos de la guerre,,1870-11-11,REFPERS0019,,REFPERS0016,,,A2.4.2.c,,
rico:Record,A2.4.2.c/7,,,Lettre de Louis Seguin à son père à propos de la guerre,,,REFPERS0019,,REFPERS0002,,,A2.4.2.c,,
rico:Record,A2.4.2.c/8,,,"Lettre de Louis Seguin à son père à propos de la guerre, suivie d’un message d’Étienne sur le même sujet",,1870-12-04,REFPERS0019;REFPERS0018,,REFPERS0002,,,A2.4.2.c,,
rico:Record,A2.4.2.c/9,,,Lettre de Louis Seguin à sa mère à propos de la guerre,,1870-12-26,REFPERS0019,,REFPERS0002,,,A2.4.2.c,,
rico:RecordSet,A2.4.2.d,Sous-sous-dossier d'archives,,Correspondance de mon abbé au moment de son entrée au Séminaire de Viviers 1871,1871/1874,,,,,,,A2.4.2,,
rico:Record,A2.4.2.d/1,,,Lettre de Louis Seguin à son père à propos de sa volonté d’entrer dans les ordres,,1871-06-03,REFPERS0019,,REFPERS0002,,,A2.4.2.d,,
rico:Record,A2.4.2.d/10,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1871-12-31,REFPERS0019,,REFPERS0016,,,A2.4.2.d,,
rico:Record,A2.4.2.d/11,,,Lettre de Louis Seguin à son père à propos de sa vie au séminaire,,1872-02-04,REFPERS0019,,REFPERS0002,,,A2.4.2.d,,
rico:Record,A2.4.2.d/12,,,"Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire, et mentionne le sentiment de perte d’Augustin suite au décès de son épouse Félicie Mangini",,1872-03-17,REFPERS0019,,REFPERS0016,,,A2.4.2.d,,
rico:Record,A2.4.2.d/13,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1872-05-26,REFPERS0019,,REFPERS0016,,,A2.4.2.d,,
rico:Record,A2.4.2.d/14,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1872-05-19,REFPERS0019,,REFPERS0016,,,A2.4.2.d,,
rico:Record,A2.4.2.d/15,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1872-12-21,REFPERS0019,,REFPERS0016,,,A2.4.2.d,,
rico:Record,A2.4.2.d/16,,,Lettre de Louis Seguin à son père à propos de sa vie au séminaire,,1872-06-21,REFPERS0019,,REFPERS0002,,,A2.4.2.d,,
rico:Record,A2.4.2.d/17,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1872-10-20,REFPERS0019,,REFPERS0016,,,A2.4.2.d,,
rico:Record,A2.4.2.d/18,,,Lettre de Louis Seguin à sa soeur Maria à propos de son ordination,,,REFPERS0019,,REFPERS0021,,,A2.4.2.d,,
rico:Record,A2.4.2.d/19,,,Lettre de Louis Seguin à son père à propos de sa vie au séminaire,,1873-04-23,REFPERS0019,,REFPERS0002,,,A2.4.2.d,,
rico:Record,A2.4.2.d/2,,,Lettre de Louis Seguin à son père à propos de sa vie au séminaire,,1871-06-11,REFPERS0019,,REFPERS0002,,,A2.4.2.d,,
rico:Record,A2.4.2.d/20,,,Lettre de Louis Seguin à sa soeur Maria à propos de sa vie au séminaire,,1874-02-14,REFPERS0019,,REFPERS0021,,,A2.4.2.d,,
rico:Record,A2.4.2.d/21,,,Lettre de Louis Seguin à sa soeur Louise à propos de sa vie au séminaire,,,REFPERS0019,,REFPERS0022,,,A2.4.2.d,,
rico:Record,A2.4.2.d/22,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1873-12-25,REFPERS0019,,REFPERS0016,,,A2.4.2.d,,
rico:Record,A2.4.2.d/23,,,Lettre de Louis Seguin à sa soeur Maria à propos de sa vie au séminaire,,1873-01-05,REFPERS0019,,REFPERS0021,,,A2.4.2.d,,
rico:Record,A2.4.2.d/3,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1871-06-17,REFPERS0019,,REFPERS0016,,,A2.4.2.d,,
rico:Record,A2.4.2.d/4,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1871-12-17,REFPERS0019,,REFPERS0016,,,A2.4.2.d,,
rico:Record,A2.4.2.d/5,,,Lettre de Louis Seguin à son père à propos de sa vie au séminaire,,1871-12-28,REFPERS0019,,REFPERS0002,,,A2.4.2.d,,
rico:Record,A2.4.2.d/6,,,Lettre de Louis Seguin à son père à propos de sa vie au séminaire,,1871-11-01,REFPERS0019,,REFPERS0002,,,A2.4.2.d,,
rico:Record,A2.4.2.d/7,,,Lettre de Louis Seguin à son père à propos de sa vie au séminaire,,1872-11-23,REFPERS0019,,REFPERS0002,,,A2.4.2.d,,
rico:Record,A2.4.2.d/8,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1872-05-06,REFPERS0019,,REFPERS0016,,,A2.4.2.d,,
